Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.013766735792160034,46.23241376876831,0.0
Passive,50.0,0.013654446229338646,24.15614342689514,-0.8156585883295269
Active,50.0,0.0184982530772686,22.84647536277771,34.369202376957794
