Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.0016971506411209702,6.502117156982422,0.0
Passive,50.0,0.001225838321261108,3.2972166538238525,-27.770800566563725
Active,50.0,0.0046504647471010685,3.446366786956787,174.01602629861014
